"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","settlement_offer","amount_billed"
" 680 9C811334","2012","08","California          ","93728","712","05219",0,103400
" 680 672M4622","2012","01","Alabama             ","35215","612","05121",77000000,994300
" 680 2D649896","2012","08","California          ","95660","712","05119",0,57000
"009B645798   ","2013","06","Oklahoma            ","74110","956","05119",0,9500
"004D932648   ","2013","08","Tennessee           ","37211","612","05121",3750000,254700
" 680 2810X354","2012","03","Massachusetts       ","01902","758","05122",21000,5100
" 680 2390N474","2012","08","Indiana             ","46030","755","05119",0,100500
"005D594481   ","2013","10","Louisiana           ","70503","100","05223",5000,604500
"006C76959A   ","2013","03","Massachusetts       ","02780","620","05121",14010000,691600
"000D704821   ","2013","04","Washington          ","98391","169","05224",10000000,159700
" 680 2A793778","2012","06","Oklahoma            ","74012","756","05119",0,13800
" 680 3B885389","2012","03","Washington          ","98270","712","05219",0,85200
" 680 517M7870","2012","08","California          ","92604","612","05121",188904000,1082500
" 680 4A512225","2012","07","Massachusetts       ","02178","712","05121",1560000,56500
" 680 2937N908","2012","03","California          ","95340","712","05122",686000,28400
" 680 8317R193","2012","08","Kentucky            ","40222","531","05219",0,5900
"009C138342   ","2013","03","Louisiana           ","71203","169","05224",10000000,475100
"001468X534   ","2013","03","Nevada              ","89015","100","05122",54000,3900
"00310R9723   ","2013","05","Connecticut         ","06226","612","05122",2961000,113400
" 680 435N8617","2012","08","New Jersey          ","08055","651","05106",0,10000
"001549A932   ","2013","10","Massachusetts       ","02155","134","05223",7000,264600
" 680 7585H136","2012","08","Montana             ","59405","612","05219",0,37100
"004271X294   ","2013","02","Colorado            ","80229","676","05121",7316000,109900
"00222Y2342   ","2013","03","Utah                ","84020","612","05122",1520000,22300
" 680 8979H829","2012","05","New York            ","10020","597","05219",0,8500
"008B540874   ","2013","06","Georgia             ","30092","612","05121",11884000,138800
"008889N026   ","2013","09","Texas               ","75214","595","05122",329000,99300
" 680 7E737764","2012","08","California          ","93230","470","05122",0,4500
" 680 6932P057","2012","02","New York            ","10001","599","05119",0,143300
"006607M491   ","2013","09","Georgia             ","30307","416","05122",2421000,149400
"004D383723   ","2013","12","Texas               ","79936","042","05121",7770000,212100
" 680 5549P187","2012","02","New York            ","11729","599","05122",3785000,190100
"006C009446   ","2013","12","South Carolina      ","29360","612","05121",2505000,46300
"005D153602   ","2013","08","Connecticut         ","06610","620","05121",12399000,924800
"000373W183   ","2013","12","Arkansas            ","72401","612","05121",707000,75400
"00243M8208   ","2013","10","Massachusetts       ","01905","915","05122",0,15700
"004870N858   ","2013","11","Texas               ","78201","612","05121",6753000,579200
" 680 2C150961","2012","08","California          ","92131","651","05119",0,4900
"000249T421   ","2013","10","Illinois            ","60610","620","05121",34957000,207600
"005624L33A   ","2013","08","Utah                ","84645","712","05224",10000000,2000
" 680 8546P640","2012","04","California          ","95814","092","05219",0,225400
" 680 9878C276","2012","02","Virginia            ","23188","593","05119",0,6100
" 680 2D60445A","2012","08","California          ","90045","620","05121",80450000,494200
"005253N400   ","2013","06","New York            ","11720","915","05223",1559000,806200
" 680 6088X667","2012","08","Pennsylvania        ","15143","091","05219",0,53500
"003D716419   ","2013","07","Minnesota           ","55066","676","05121",18794000,320300
"001366R77A   ","2013","06","Arizona             ","85032","665","05122",17317000,120200
" 680 7397P515","2012","04","New Hampshire       ","03257","090","05119",0,79100
"00389D3910   ","2013","12","Utah                ","84107","620","05121",163312000,1569500
"003498N71A   ","2013","03","Nevada              ","89106","665","05224",10000000,14500
"009B041155   ","2013","10","Arizona             ","85040","612","05121",47590000,259100
"006458X15A   ","2013","03","South Carolina      ","29801","169","05122",972000,128600
" 680 7035R376","2012","08","New York            ","10010","092","05119",0,49500
" 680 9691B662","2012","08","Missouri            ","64055","651","05119",0,24500
" 680 4452X308","2012","02","Vermont             ","05342","712","05122",2625000,113500
"005D052274   ","2013","08","New Jersey          ","07882","134","05223",2000,114000
" 680 2135M418","2012","08","Pennsylvania        ","19053","712","05119",0,10700
"001D946463   ","2013","07","Illinois            ","60561","620","05223",120000,232100
"002261P531   ","2013","12","Maryland            ","21162","496","05122",16878000,508900
"001D340570   ","2013","04","Illinois            ","60634","620","05121",17073000,216600
" 680 770H223A","2012","05","California          ","92807","712","05219",0,89200
" 680 1007R016","2012","08","California          ","92821","612","05223",42000,217800
"007268N039   ","2013","08","Pennsylvania        ","19129","620","05121",320634000,2519800
"00320G8424   ","2013","10","New York            ","10022","665","05122",358000,51200
"008011C880   ","2013","10","Tennessee           ","37355","010","05121",6760000,324800
"00642D0718   ","2013","06","New Mexico          ","87123","665","05122",1000000,51000
"009B180223   ","2013","06","Massachusetts       ","02330","612","05121",29037000,788600
" 680 7009B504","2012","04","Tennessee           ","37203","712","05219",0,276900
"007A33147A   ","2013","10","New York            ","13148","612","05121",39442000,977600
" PACP7104M431","2012","08","Texas               ","75006","712","05122",0,213900
" 680 1777P365","2012","08","Connecticut         ","06712","712","05219",0,175500
" 680 5448R728","2012","07","Minnesota           ","55426","090","05106",0,10100
" 680 172G9154","2012","08","Virginia            ","23234","092","05119",0,37200
"004B397736   ","2013","10","Connecticut         ","06032","112","05131",10000000,11600
" 680 6716N899","2012","06","Indiana             ","47834","744","05122",56000,11700
"006342N676   ","2013","08","Tennessee           ","38320","010","05121",48105000,993600
"000910B834   ","2013","11","Tennessee           ","37129","010","05121",1565000,83300
"008410C749   ","2013","05","Illinois            ","60611","612","05121",52848000,1185300
" 680 7407R533","2012","08","New York            ","10474","599","05122",1500000,61700
"005612N333   ","2013","05","Illinois            ","60640","620","05121",22986000,324300
" PACP9650P060","2012","06","Texas               ","77030","111","05122",5602000,28100
"004A642449   ","2013","07","New York            ","10002","169","05122",0,157100
"008C66242A   ","2013","03","Illinois            ","60613","620","05121",15100000,209900
" 680 1A547373","2012","05","Massachusetts       ","01845","712","05219",0,171800
" 680 3782N93A","2012","05","Colorado            ","81401","712","05219",0,201700
"001238B603   ","2013","03","North Carolina      ","28036","620","05121",95533000,1129400
"008C792170   ","2013","02","Texas               ","79109","169","05223",674000,350600
"007D03314A   ","2013","10","Georgia             ","30068","164","05224",10000000,14900
" 680 6227L880","2012","08","Virginia            ","20175","612","05121",76794000,1591100
" PACP3A267856","2012","06","Texas               ","77055","712","05233",0,89300
"003D231139   ","2013","07","Pennsylvania        ","19083","984","05223",196000,646100
" PACP2678C976","2012","01","Texas               ","76520","665","05122",0,15800
" 680 3031C411","2012","08","Nebraska            ","68124","651","05219",0,33400
"00583D2242   ","2013","06","Massachusetts       ","02660","169","05122",155000,59700
"007014C257   ","2013","08","New York            ","14072","612","05121",3833000,98100
"000D578707   ","2013","04","Alabama             ","36207","665","05121",5000000,44000
" 680 8249L277","2012","08","Colorado            ","80303","091","05119",0,67600
" 680 5838N611","2012","05","New Jersey          ","07847","712","05119",0,21200
" 680 8268N130","2012","08","Pennsylvania        ","18651","599","05121",2122000,60600
"007A581120   ","2013","11","Texas               ","76087","561","05224",10000000,31400
"007615C099   ","2013","10","South Carolina      ","29169","620","05121",21999000,566400
"00231M7447   ","2013","11","Illinois            ","60618","620","05121",9915000,136000
"006843L824   ","2013","10","Maine               ","04070","612","05121",9120000,267100
"001A697258   ","2013","03","North Carolina      ","27518","665","05122",5465000,45100
"007C643480   ","2013","02","Mississippi         ","39666","169","05224",10000000,137400
"000C441652   ","2013","07","Illinois            ","60642","620","05121",20404000,139300
"003306C042   ","2013","03","North Carolina      ","28601","915","05122",390000,50200
" 680 0014R14A","2012","04","Vermont             ","05403","712","05122",2101000,105100
"004C428878   ","2013","01","Michigan            ","48034","169","05121",33073000,564000
" 680 9535C243","2012","01","Massachusetts       ","02721","712","05219",0,152400
" 680 5A699071","2012","08","California          ","91206","712","05219",0,174700
"008D267463   ","2013","11","Illinois            ","61108","620","05119",0,8700
"002382R613   ","2013","07","New York            ","14304","597","05122",750000,60500
" 680 8079P406","2012","03","California          ","95037","712","05119",0,17600
"008D532994   ","2013","12","Missouri            ","64424","988","05130",10000000,29000
" 680 1076B530","2012","01","Oregon              ","97267","712","05219",0,858200
" 680 0840N132","2012","08","Maryland            ","20783","712","05122",1560000,53800
" PACP451Y8357","2012","08","Texas               ","76360","712","05122",1303000,310100
" 680 4B69421A","2012","03","Iowa                ","52339","712","05121",1200000,25100
" 680 59G47947","2012","06","New Jersey          ","07450","651","05119",0,49400
"008D273586   ","2013","11","Massachusetts       ","01040","639","05121",7590000,172600
"003C493377   ","2013","10","New Jersey          ","08086","970","05125",10000000,45400
" 680 1920B690","2012","04","Arizona             ","85018","562","05119",0,4500
" 680 0595R230","2012","08","Georgia             ","30281","651","05106",0,1200
"002D523151   ","2013","05","Virginia            ","22041","612","05121",27278000,518300
"003192R70A   ","2013","06","New York            ","11209","719","05224",10000000,20400
" PACP2994L948","2012","04","Texas               ","75230","712","05121",2295000,144400
"00800D5703   ","2013","01","South Carolina      ","29150","665","05122",6942000,314100
" 680 7D041488","2012","08","California          ","93274","091","05106",0,2000
"009B645798   ","2013","06","Oklahoma            ","74110","956","05122",52000,14800
" 680 6239B508","2012","08","California          ","95076","712","05219",0,125800
" 680 1690L863","2012","04","New York            ","11412","515","05119",0,168100
"00272H9227   ","2013","07","Pennsylvania        ","15961","100","05122",288000,35200
"004D970444   ","2013","10","Tennessee           ","37064","612","05121",1507000,45500
"00495H5865   ","2013","07","North Carolina      ","28472","665","05119",0,7500
"002862M100   ","2013","04","Illinois            ","60614","620","05145",10000000,15200
" 680 9A257167","2012","08","Georgia             ","30161","093","05119",0,31100
" 680 2501L808","2012","05","Missouri            ","63011","712","05219",0,68700
"007306X083   ","2013","04","Illinois            ","60302","620","05121",15070000,237800
"002625P32A   ","2013","11","Delaware            ","19966","042","05223",6395000,976200
"006210N968   ","2013","06","South Carolina      ","29732","665","05122",0,30300
" 680 2639P81A","2012","08","New York            ","13021","090","05219",0,67900
"007656X083   ","2013","05","New Mexico          ","87108","010","05121",4953000,169500
" 680 3647N903","2012","08","Alabama             ","36117","994","05122",12164000,561300
" PACP6B479092","2012","06","Texas               ","75062","572","05122",1826000,45100
" 680 5932P705","2012","01","Massachusetts       ","02169","090","05219",0,33000
" 680 8437L252","2012","02","Virginia            ","23219","600","05121",135000000,854400
" 680 8079P117","2012","04","California          ","92276","712","05219",0,162100
"004B345660   ","2013","03","Michigan            ","48221","612","05121",7267000,203000
" 680 9476M800","2012","08","Indiana             ","46280","926","05119",0,340400
" PACP9355P49A","2012","08","Texas               ","79403","612","05121",2809000,198100
"005436R650   ","2013","07","Arizona             ","85012","612","05121",0,1266800
"009051M139   ","2013","12","North Carolina      ","27603","571","05122",2250000,69000
" 680 5A986060","2012","08","California          ","92252","712","05219",0,14100
" 680 4284M296","2012","06","New Jersey          ","08302","712","05219",0,95700
" 680 7375P916","2012","08","California          ","90056","651","05219",0,8500
"005331L81A   ","2013","09","Illinois            ","60305","620","05121",40547000,97000
"004226W820   ","2013","07","New York            ","11791","599","05122",483000,91400
" 680 7997R473","2012","08","Arizona             ","85716","712","05219",0,154700
" 680 552M9738","2012","08","Massachusetts       ","02379","940","05122",21000,7800
" 680 6B664642","2012","04","California          ","92058","712","05219",0,143900
"007453H674   ","2013","12","New York            ","11203","974","05219",0,6800
" 680 9427H85A","2012","08","Florida             ","33853","612","05121",41335000,2407900
"002669B787   ","2013","07","Indiana             ","46060","612","05121",2033000,96200
" 680 4A436236","2012","08","California          ","90001","533","05219",0,16300
"009C813850   ","2013","04","Kentucky            ","41017","620","05223",10000000,141000
" 680 7D199833","2012","08","Kentucky            ","41018","926","05119",0,171000
" 680 3047N45A","2012","04","New York            ","10454","091","05119",0,189900
" 680 6657L996","2012","08","California          ","92115","620","05121",161992000,1159600
" 680 8431H434","2012","08","California          ","93901","691","05219",0,56200
"000D038752   ","2013","03","South Carolina      ","29072","612","05223",20000000,55100
" 680 8981N629","2012","08","New Jersey          ","08330","573","05219",0,29500
" PACP9976B538","2012","08","Texas               ","78705","416","05106",0,1100
" 680 6061X981","2012","08","Minnesota           ","55130","599","05119",0,5000
" PACP3B045211","2012","08","Texas               ","75142","712","05106",0,4600
" 680 6282M446","2012","08","Tennessee           ","38103","651","05219",0,7600
" 680 3C850139","2012","08","California          ","90260","712","05219",0,195800
"008D212600   ","2013","11","North Carolina      ","27614","911","05223",105000,287900
"006195R884   ","2013","10","Pennsylvania        ","19127","010","05223",10000000,218700
"008C145636   ","2013","02","Oklahoma            ","73034","974","05125",10000000,22200
" 680 3D385349","2012","08","California          ","92075","712","05219",0,271500
"009730C952   ","2013","12","North Carolina      ","27106","135","05125",10000000,11900
"007000W098   ","2013","07","Indiana             ","46280","640","05121",5452000,75400
"006727X482   ","2013","03","Utah                ","84015","100","05223",4000,184000
" 680 1E437511","2012","08","California          ","95111","712","05219",0,155200
" 680 5278P844","2012","02","Colorado            ","80110","571","05219",0,25400
"000C26091A   ","2013","07","North Carolina      ","27045","010","05121",29262000,319500
"00281W0703   ","2013","10","New Jersey          ","07087","639","05224",10000000,47500
"002445X580   ","2013","02","Arizona             ","85008","620","05121",108108000,1234800
" 680 3804P484","2012","08","New Jersey          ","07960","562","05119",0,51600
"005D813866   ","2013","09","Tennessee           ","37217","100","05122",1500000,63200
" 680 8586B446","2012","05","Connecticut         ","06604","712","05219",0,433300
" 680 1392B495","2012","08","Pennsylvania        ","18509","092","05119",0,79600
" PACP6A169205","2012","08","Texas               ","75001","712","05233",0,171500
" 680 6290P646","2012","03","California          ","94109","620","05121",140995000,853200
" 680 4604M801","2012","07","New York            ","13790","546","05219",0,25800
" 680 1599X036","2012","08","California          ","93313","712","05219",0,121200
" 680 4766M457","2012","06","Massachusetts       ","02780","712","05219",0,120000
"009D288536   ","2013","12","District of Columbia","20036","540","05122",950000,162600
"005D831687   ","2013","09","Massachusetts       ","02155","984","05223",59000,145500
"003460M796   ","2013","05","Indiana             ","46226","010","05121",4203000,182400
" 680 6D223747","2012","08","California          ","95203","712","05219",0,63300
"00997D6197   ","2013","03","Ohio                ","44256","164","05224",10000000,1300
"008B577799   ","2013","08","Minnesota           ","56425","043","05224",30000000,110000
" 680 7983R468","2012","08","Massachusetts       ","01742","090","05219",0,54200
" 680 1A792839","2012","06","California          ","92014","712","05219",0,261100
"006D173254   ","2013","09","Georgia             ","30165","169","05121",9137000,225000
" 680 7911L466","2012","08","Ohio                ","44147","092","05106",0,2600
"004010P018   ","2013","12","Massachusetts       ","01027","970","05122",56000,18600
"002A344057   ","2013","06","Ohio                ","44425","989","05223",68000,44200
" 680 7356X511","2012","04","California          ","93306","712","05121",3246000,28900
" 680 3624X832","2012","01","Michigan            ","48167","651","05219",0,13600
" 680 1280X722","2012","08","Oklahoma            ","74128","994","05119",0,158200
"006172M72A   ","2013","10","North Carolina      ","27529","456","05122",5462000,176600
"004D178740   ","2013","08","North Carolina      ","27107","416","05122",250000,7100
" 680 3137N583","2012","08","New York            ","10458","599","05219",0,29600
" 680 7A998392","2012","08","Massachusetts       ","01129","712","05219",0,135100
"000D825815   ","2013","04","North Carolina      ","28269","612","05121",0,341200
"007585N579   ","2013","07","District of Columbia","20009","010","05121",12775000,626400
"009905R695   ","2013","11","Missouri            ","63134","169","05122",546000,174800
"003C177276   ","2013","09","Indiana             ","47546","638","05122",154000,11400
" 680 4882L958","2012","08","California          ","92121","926","05119",0,61600
" 680 4984R08A","2012","07","New Jersey          ","07457","712","05122",1575000,82600
"005C707527   ","2013","12","Nevada              ","89104","010","05121",132048000,1158600
" 680 7C371654","2012","08","California          ","92020","651","05119",0,53200
"00565M7042   ","2013","12","Indiana             ","46205","169","05122",344000,38200
" 680 427D6026","2012","02","Connecticut         ","06604","712","05219",0,145300
" 680 6775X338","2012","03","Mississippi         ","38654","742","05122",0,4600
"005C304591   ","2013","12","Michigan            ","48430","169","05122",252000,42900
"008766R552   ","2013","09","West Virginia       ","26505","620","05224",10000000,2300
" 680 8B184709","2012","06","New Jersey          ","07666","712","05219",0,93500
" 680 1498B333","2012","04","New Hampshire       ","03867","525","05219",0,18600
" 680 8313M122","2012","08","Alabama             ","35205","542","05121",10821000,1299100
"005108D342   ","2013","09","New York            ","11385","189","05224",10000000,78500
"001653L609   ","2013","05","Illinois            ","60604","612","05122",150000,4300
" 680 4596N841","2012","05","California          ","91381","712","05219",0,452000
"003C686821   ","2013","04","Connecticut         ","06905","970","05223",5000,23700
" 680 2256N863","2012","02","West Virginia       ","26181","741","05122",109000,20300
"002D90257A   ","2013","06","Montana             ","59917","169","05121",3398000,96500
" 680 5A601232","2012","08","Connecticut         ","06855","712","05219",0,1066900
"006D224049   ","2013","08","Tennessee           ","37122","968","05223",34000,79800
"003A897006   ","2013","07","Minnesota           ","55411","612","05121",35600000,210600
" 680 6179N856","2012","08","North Carolina      ","27262","651","05119",0,9200
" 680 3869N837","2012","04","Georgia             ","30058","092","05119",0,30800
"00383N2752   ","2013","10","Missouri            ","63101","639","05122",4091000,146300
" PACP3535R865","2012","06","Texas               ","76148","712","05122",0,29800
"007594R149   ","2013","10","Georgia             ","30253","612","05119",0,21400
"009245A365   ","2013","09","Massachusetts       ","01890","970","05121",2767000,212400
"009B778718   ","2013","08","Illinois            ","60714","913","05122",156000,47400
" 680 4A718504","2012","07","California          ","95932","543","05219",0,100600
" 680 9A808142","2012","02","Mississippi         ","39648","712","05121",2200000,83900
"004C693011   ","2013","11","Tennessee           ","38478","612","05121",6701000,306900
"006756L292   ","2013","10","Ohio                ","43107","164","05224",10000000,1900
"009278L050   ","2013","12","Colorado            ","80513","620","05121",13023000,239700
"008945X388   ","2013","11","North Carolina      ","28374","010","05121",3150000,83800
"006C340747   ","2013","01","Wisconsin           ","53704","620","05121",208500000,2373100
" 680 8347P417","2012","04","Tennessee           ","38138","749","05122",5000,2300
"00535M1495   ","2013","11","Minnesota           ","55409","612","05121",6016000,278200
" 680 2479R773","2012","06","Utah                ","84109","712","05219",0,131000
"005C293351   ","2013","10","Arizona             ","85756","612","05121",106538000,1349800
"007372P164   ","2013","03","Michigan            ","48015","456","05224",10000000,57300
" 680 6402M135","2012","08","Colorado            ","81621","110","05122",108000,23100
"007D583019   ","2013","10","Pennsylvania        ","18914","620","05121",144000000,1041200
" 680 3890C499","2012","04","Tennessee           ","37923","651","05119",0,6400
"008D36328A   ","2013","09","Tennessee           ","37919","612","05121",17675000,181400
"002C259284   ","2013","11","Oklahoma            ","74129","147","05122",1103000,133700
"005714M133   ","2013","08","New York            ","10001","718","05122",52000,15600
" 680 7483X641","2012","08","Minnesota           ","55413","091","05219",0,29600
"003A594019   ","2013","07","North Carolina      ","28211","620","05223",40000000,26600
" 680 7094R131","2012","08","California          ","94544","712","05219",0,443100
"006C828882   ","2013","12","West Virginia       ","26105","169","05224",20000000,175900
" 680 4436R873","2012","08","California          ","95621","508","05119",0,5900
"00889H7535   ","2013","08","Ohio                ","45504","553","05122",1856000,69400
" 680 3A40677A","2012","08","Tennessee           ","38242","092","05106",0,5900
"000D700809   ","2013","04","Arkansas            ","72442","970","05223",36000,148900
"00863H9301   ","2013","06","New Mexico          ","87102","639","05121",1394000,28900
" 680 1962B576","2012","08","California          ","92583","599","05119",0,2500
" 680 4B124513","2012","07","Massachusetts       ","02118","546","05219",0,39700
"008C507885   ","2013","03","Colorado            ","80920","620","05121",94088000,1770300
" 680 6B679169","2012","05","New Jersey          ","07083","911","05119",0,6600
"005871L247   ","2013","09","Illinois            ","60645","620","05121",23874000,261600
"004B95697A   ","2013","04","Ohio                ","44112","456","05145",10000000,14300
"009A090756   ","2013","12","Ohio                ","43613","169","05122",524000,116900
" 680 1227N949","2012","02","New Jersey          ","08721","712","05219",0,70300
"006D195191   ","2013","09","New York            ","14108","169","05121",0,517100
"006A855487   ","2013","09","Minnesota           ","55403","620","05121",8385000,223000
"008870C244   ","2013","12","Massachusetts       ","01604","956","05223",47000,170600
"007832N614   ","2013","07","New York            ","10960","010","05223",0,1289500
"005D713610   ","2013","09","Missouri            ","65201","612","05121",3853000,240300
" 680 7669X588","2012","04","New York            ","12302","600","05223",149000,1714600
" 680 858W6029","2012","08","Georgia             ","30313","712","05219",0,334800
"008743P844   ","2013","06","New York            ","10014","169","05122",310000,111400
" 680 7319N308","2012","07","Arizona             ","85716","712","05219",0,123900
" 680 646M8542","2012","08","New York            ","14221","712","05122",510000,20900
"001921L240   ","2013","03","Indiana             ","46131","612","05121",4763000,158300
" 680 4A59141A","2012","07","New Jersey          ","07050","712","05119",0,112100
" 680 0C108056","2012","06","Virginia            ","22030","620","05121",175500000,1678300
" 680 9143H422","2012","08","New York            ","11354","651","05219",0,9000
" 680 9629C340","2012","03","New York            ","10458","599","05219",0,6000
"002D825141   ","2013","05","New Jersey          ","07111","112","05224",10000000,68700
" 680 7A361239","2012","08","Indiana             ","46205","675","05119",0,3700
"004D845946   ","2013","08","Tennessee           ","37129","169","05122",200000,40000
"004B148154   ","2013","03","Wyoming             ","82070","169","05121",9048000,93000
" 680 1992M535","2012","08","California          ","96002","090","05219",0,12500
"009240N628   ","2013","09","Texas               ","75169","416","05121",9094000,423200
"007C92546A   ","2013","02","Colorado            ","80550","676","05121",23648000,649900
" 680 8655P623","2012","08","Maryland            ","21221","599","05106",0,1700
" 680 3A533075","2012","07","Georgia             ","30019","665","05122",5408000,101100
" 680 8A99702A","2012","01","District of Columbia","20004","091","05219",0,552000
"004A654043   ","2013","08","South Carolina      ","29205","010","05121",4750000,192800
"009165B834   ","2013","11","New York            ","13036","010","05223",40000000,370000
"00948H3729   ","2013","11","Louisiana           ","71291","416","05121",2496000,109200
" 680 2B279238","2012","02","Illinois            ","62690","572","05219",0,14200
" 680 3362N750","2012","08","California          ","92024","651","05219",0,7500
"001568W642   ","2013","07","Illinois            ","60625","620","05121",37835000,467700
" PACP4B624870","2012","03","Texas               ","75201","091","05132",0,5100
"006046M646   ","2013","08","Massachusetts       ","02062","984","05223",7000,17300
"008353B651   ","2013","04","South Carolina      ","29401","612","05223",10000000,69300
"005528L691   ","2013","07","Utah                ","84651","620","05223",20000000,162700
" 680 1967C973","2012","08","Kansas              ","66204","712","05219",0,191400
" 680 3852P377","2012","08","Massachusetts       ","02151","090","05219",0,94600
"00627D2127   ","2013","08","District of Columbia","20010","612","05121",7500000,200800
" 680 430Y6717","2012","08","New York            ","11772","712","05122",482000,127600
" 680 3285N414","2012","08","California          ","91007","599","05219",0,12900
"009B917458   ","2013","11","Minnesota           ","55124","090","05224",0,80900
"00427Y655A   ","2013","10","Rhode Island        ","02828","100","05119",0,83700
"003C680761   ","2013","11","Arizona             ","85381","676","05223",30000000,103500
"005111M113   ","2013","07","Connecticut         ","06095","169","05122",319000,197200
" 680 6537P924","2012","02","California          ","93030","712","05122",2142000,73000
" 680 361M0453","2012","08","Illinois            ","60426","712","05121",3517000,54200
"001C681448   ","2013","08","Texas               ","76252","496","05122",50000,1100
"006D771149   ","2013","10","Massachusetts       ","01844","010","05224",20000000,27800
"008A052219   ","2013","11","Massachusetts       ","01463","913","05223",205000,578400
" PACP3344P543","2012","08","Texas               ","77081","712","05233",0,608900
"007C344283   ","2013","04","District of Columbia","20036","665","05224",10000000,3200
"001D899003   ","2013","06","Texas               ","75234","712","05224",10000000,4200
" 680 1097N223","2012","01","New York            ","13617","651","05219",0,5500
" 680 6910P815","2012","08","Maryland            ","20850","651","05106",0,7500
"005A964995   ","2013","09","South Carolina      ","29640","100","05223",3000,44500
"002A831345   ","2013","06","North Carolina      ","28390","010","05122",437000,17500
"002A775957   ","2013","07","Colorado            ","80601","010","05145",80000000,43900
" 680 2379B97A","2012","06","North Carolina      ","28227","741","05121",5750000,408700
"008C824995   ","2013","02","Tennessee           ","37214","974","05125",0,4500
" PACP1033X538","2012","08","Texas               ","77386","712","05233",0,316300
"004D106848   ","2013","07","Texas               ","78852","612","05121",17060000,790000
"001D288935   ","2013","05","Minnesota           ","55092","100","05223",4000,104000
"007574X526   ","2013","04","Michigan            ","48117","169","05224",10000000,25300
" 680 898D4925","2012","08","Maryland            ","20886","691","05219",0,89000
"007640C78A   ","2013","10","North Carolina      ","28205","100","05219",0,41400
"009817R554   ","2013","10","Massachusetts       ","02081","970","05223",249000,463900
"001B420622   ","2013","11","Colorado            ","80220","010","05121",28824000,1195200
"004D940765   ","2013","10","Maryland            ","21742","612","05223",70000,169900
"001350P911   ","2013","10","North Carolina      ","28311","620","05121",12703000,148000
"006038N630   ","2013","06","Ohio                ","44438","553","05121",5004000,39800
"002C951451   ","2013","11","Michigan            ","48211","416","05121",3427000,165000
"006681R420   ","2013","10","Nebraska            ","68137","169","05121",10000000,200600
" 680 8145M158","2012","01","Tennessee           ","38175","599","05121",12973000,241100
" 680 8B268500","2012","08","Pennsylvania        ","19151","712","05121",7564000,99500
" PACP5148N507","2012","08","Texas               ","78750","712","05233",0,208600
" 680 3930X21A","2012","08","Indiana             ","46710","651","05219",0,4700
" PACP6A463977","2012","08","Texas               ","77035","543","05233",0,2600
" 680 6530M655","2012","08","Georgia             ","31201","712","05119",0,6600
" 680 1C143646","2012","07","Maryland            ","21061","712","05219",0,650700
" 680 3402M178","2012","08","Virginia            ","22040","620","05223",65000,183300
"00860D3266   ","2013","12","New York            ","10538","612","05223",20000000,573500
"004106M77A   ","2013","06","Ohio                ","44121","100","05223",3000,86600
"003A936350   ","2013","08","Massachusetts       ","01905","970","05223",889000,839600
" 680 2B047126","2012","02","Virginia            ","20175","620","05121",397300000,2194800
" 680 8818A936","2012","08","Michigan            ","49201","691","05219",0,91200
" 680 826Y1145","2012","05","Georgia             ","30075","712","05119",0,845600
"006A49164A   ","2013","09","Washington          ","98107","111","05122",270000,50800
"003536R259   ","2013","08","Arkansas            ","72205","612","05121",52685000,529500
" 680 2637M467","2012","08","New York            ","10460","651","05219",0,24600
" PACP277H1602","2012","06","Texas               ","75062","595","05132",0,159100
"002031M076   ","2013","06","Massachusetts       ","01028","940","05223",29000,260200
"000C508691   ","2013","08","Massachusetts       ","02740","970","05122",10000,3200
"009C316427   ","2013","02","Washington          ","98371","100","05223",0,6200
"007673L484   ","2013","12","New York            ","13316","639","05121",4500000,72900
" 680 6038R055","2012","08","New York            ","10314","612","05121",46344000,977600
" 680 8232C098","2012","08","New York            ","10587","090","05106",0,1400
" 680 2988X906","2012","08","North Carolina      ","28601","147","05121",5720000,217200
" 680 0C053410","2012","08","New York            ","11735","926","05219",0,242400
" 680 2525M120","2012","04","New Mexico          ","87401","712","05219",0,274900
"001418X033   ","2013","12","Alabama             ","35150","010","05121",46729000,1322600
" 680 6703N947","2012","08","Georgia             ","30260","091","05119",0,84800
"006706P460   ","2013","02","Utah                ","84511","600","05121",3860000,67300
" 680 1038N628","2012","08","Washington          ","98273","593","05119",0,6400
"001209R818   ","2013","05","Utah                ","84118","665","05121",5568000,34700
" 680 1766R137","2012","08","Connecticut         ","06710","712","05121",7919000,217100
"007D272506   ","2013","11","Texas               ","78218","101","05223",415000,36200
"00238M1390   ","2013","10","Pennsylvania        ","17402","620","05121",126596000,1096200
"009004P596   ","2013","04","Illinois            ","60137","612","05121",20746000,289200
"009B975517   ","2013","03","Massachusetts       ","02351","970","05223",665000,1101100
" PACP6B575774","2012","05","Texas               ","78745","612","05233",0,163600
" 680 2995M050","2012","05","Massachusetts       ","02108","651","05219",0,65700
"004483A803   ","2013","12","North Carolina      ","28604","612","05121",5585000,163700
"003115P390   ","2013","12","Texas               ","79601","641","05121",6206000,314800
"000C786482   ","2013","07","Georgia             ","31792","100","05223",2000,15200
"003A997969   ","2013","10","Michigan            ","49006","620","05223",40000000,334800
" 680 413M5125","2012","08","Maine               ","04240","651","05219",0,27100
"00651M2766   ","2013","12","Georgia             ","30043","010","05119",0,693800
" 680 4802N837","2012","04","Mississippi         ","38751","712","05219",0,648700
